ComplainantID,CaseMasterID,ComplainantName,AgeYear,Gender,Occupation,Religion,Caste
34387,34387,Kiran Desai,59,M,Driver,Other,General
34389,34389,Deepak Bhat,59,M,Farmer,Other,ST
34391,34391,Yashwanth Hegde,25,M,Business,Hindu,General
34393,34393,Lakshmi Murthy,54,M,Govt Employee,Muslim,ST
34395,34395,Ashwini Rao,50,F,Unemployed,Hindu,General
34397,34397,Lakshmi Hegde,36,M,Daily Wage,Christian,OBC
34399,34399,Basavaraj Patil,23,M,Business,Christian,Not Recorded
34401,34401,Basavaraj Prasad,23,M,Driver,Christian,ST
34403,34403,Pooja Kulkarni,63,M,Farmer,Other,General
34405,34405,Suresh Nayak,20,M,Business,Hindu,SC
34407,34407,Manjunath Reddy,20,M,Farmer,Jain,SC
34409,34409,Mary Hegde,26,M,Unemployed,Muslim,General
34411,34411,Manjunath Hegde,60,M,Student,Muslim,Not Recorded
34413,34413,Manjunath Murthy,47,M,Daily Wage,Hindu,OBC
34415,34415,Basavaraj Murthy,67,M,Govt Employee,Muslim,SC
34417,34417,Ravi Hegde,39,F,Student,Muslim,Not Recorded
34419,34419,Deepak Bhat,44,M,Student,Hindu,SC
34421,34421,Joseph Murthy,70,F,Govt Employee,Hindu,ST
34423,34423,Vinutha Bhat,22,M,Student,Other,SC
34425,34425,Nagaraj Kumar,36,F,Student,Christian,General
34427,34427,Kiran Nayak,47,M,Business,Hindu,General
34429,34429,Kiran Shetty,32,M,Business,Jain,SC
34431,34431,Deepak Gowda,20,M,Student,Other,ST
34433,34433,Basavaraj Kulkarni,39,F,Driver,Muslim,OBC
34435,34435,Girish Desai,24,F,Business,Jain,SC
34437,34437,Vinutha Nayak,37,F,Farmer,Christian,SC
34439,34439,Joseph Murthy,63,M,Farmer,Christian,Not Recorded
34441,34441,Ravi Prasad,44,M,IT Professional,Jain,General
34443,34443,Lakshmi Hegde,34,M,Daily Wage,Jain,Not Recorded
34445,34445,Deepak Kumar,50,F,Unemployed,Hindu,General
34447,34447,Girish Murthy,33,M,Student,Christian,SC
34449,34449,Nagaraj Bhat,38,M,Driver,Hindu,OBC
34451,34451,Joseph Prasad,29,F,Farmer,Christian,ST
34453,34453,Chetan Bhat,30,M,Business,Jain,OBC
34455,34455,Yashwanth Prasad,62,F,Unemployed,Jain,SC
34457,34457,Bhavana Naik,43,M,Business,Christian,Not Recorded
34459,34459,Girish Rao,40,M,Govt Employee,Jain,ST
34461,34461,Manjunath Prasad,18,M,Driver,Other,ST
34463,34463,Pooja Kulkarni,19,F,IT Professional,Muslim,General
34465,34465,Fatima Rao,49,M,Business,Christian,General
34467,34467,Vinutha Prasad,31,M,Unemployed,Muslim,General
34469,34469,Suresh Murthy,38,M,Student,Christian,OBC
34471,34471,Bhavana Desai,33,M,IT Professional,Hindu,ST
34473,34473,Basavaraj Reddy,42,M,IT Professional,Christian,OBC
34475,34475,Chetan Gowda,62,M,Unemployed,Muslim,Not Recorded
34477,34477,Rekha Kulkarni,21,F,Govt Employee,Other,ST
34479,34479,Basavaraj Kulkarni,44,F,Farmer,Christian,ST
34481,34481,Fatima Naik,42,M,Farmer,Christian,SC
34483,34483,Pooja Kumar,27,M,Farmer,Muslim,General
34485,34485,Girish Iyengar,69,F,Daily Wage,Jain,ST
34487,34487,Ravi Hegde,55,F,IT Professional,Other,Not Recorded
34489,34489,Joseph Prasad,23,F,Driver,Muslim,General
34491,34491,Joseph Reddy,69,F,Govt Employee,Hindu,SC
34493,34493,Joseph Prasad,60,F,Unemployed,Muslim,Not Recorded
34495,34495,Deepak Bhat,53,F,Driver,Other,SC
34497,34497,Lakshmi Bhat,57,M,Driver,Christian,ST
34499,34499,Shivakumar Bhat,58,M,Daily Wage,Muslim,ST
34501,34501,Ravi Patil,54,F,Driver,Other,General
34503,34503,Basavaraj Bhat,49,F,Daily Wage,Jain,SC
34505,34505,Imran Iyengar,48,M,Driver,Christian,Not Recorded
34507,34507,Fatima Reddy,67,M,Farmer,Hindu,SC
34509,34509,Joseph Bhat,54,M,Business,Christian,General
34511,34511,Joseph Naik,25,M,Unemployed,Other,ST
34513,34513,Pooja Naik,25,F,Driver,Christian,General
34515,34515,Lakshmi Shetty,33,M,Driver,Other,ST
34517,34517,Manjunath Kumar,24,M,IT Professional,Other,ST
34519,34519,Bhavana Patil,55,F,Farmer,Other,SC
34521,34521,Pooja Bhat,70,M,Farmer,Muslim,Not Recorded
34523,34523,Deepak Kumar,18,M,Daily Wage,Muslim,OBC
34525,34525,Chetan Patil,38,M,Farmer,Jain,General
34527,34527,Yashwanth Shetty,55,M,Driver,Other,OBC
34529,34529,Ashwini Kumar,56,M,Govt Employee,Jain,General
34531,34531,Shivakumar Gowda,29,M,Govt Employee,Other,Not Recorded
34533,34533,Chetan Bhat,21,M,Farmer,Other,ST
34535,34535,Chetan Naik,55,M,Farmer,Christian,ST
34537,34537,Vinutha Gowda,55,F,IT Professional,Muslim,Not Recorded
34539,34539,Lakshmi Gowda,49,M,Farmer,Jain,General
34541,34541,Nagaraj Kulkarni,66,M,Business,Jain,General
34543,34543,Imran Hegde,18,F,Driver,Christian,SC
34545,34545,Pooja Nayak,42,F,Student,Other,SC
34547,34547,Prakash Prasad,54,M,IT Professional,Muslim,OBC
34549,34549,Prakash Nayak,37,M,Daily Wage,Muslim,General
34551,34551,Girish Shetty,52,M,Driver,Muslim,OBC
34553,34553,Prakash Prasad,66,F,Driver,Muslim,OBC
34555,34555,Deepak Murthy,65,F,Daily Wage,Other,ST
34557,34557,Rekha Naik,66,M,Business,Christian,OBC
34559,34559,Lakshmi Prasad,39,F,Farmer,Muslim,OBC
34561,34561,Vinutha Gowda,61,M,Farmer,Hindu,SC
34563,34563,Fatima Kulkarni,58,F,Driver,Other,OBC
34565,34565,Chetan Shetty,56,F,Farmer,Christian,General
34567,34567,Nagaraj Desai,52,M,Farmer,Jain,General
34569,34569,Suresh Iyengar,59,M,Unemployed,Jain,ST
34571,34571,Deepak Iyengar,39,M,Business,Muslim,Not Recorded
34573,34573,Kiran Naik,37,M,Govt Employee,Jain,General
34575,34575,Manjunath Hegde,42,M,IT Professional,Hindu,ST
34577,34577,Ashwini Bhat,59,F,Driver,Christian,General
34579,34579,Joseph Nayak,35,F,Farmer,Hindu,Not Recorded
34581,34581,Suresh Murthy,51,F,Farmer,Muslim,Not Recorded
34583,34583,Fatima Naik,24,F,IT Professional,Christian,ST
34585,34585,Prakash Naik,30,M,Business,Christian,General
34587,34587,Mary Naik,36,F,Farmer,Other,ST
34589,34589,Basavaraj Gowda,68,M,Unemployed,Muslim,Not Recorded
34591,34591,Shivakumar Gowda,52,M,Unemployed,Christian,SC
34593,34593,Basavaraj Kulkarni,30,M,Driver,Jain,Not Recorded
34595,34595,Nagaraj Bhat,33,F,Govt Employee,Other,OBC
34597,34597,Ashwini Prasad,58,M,Farmer,Hindu,Not Recorded
34599,34599,Imran Hegde,23,F,Farmer,Hindu,General
34601,34601,Pooja Shetty,18,F,IT Professional,Muslim,Not Recorded
34603,34603,Girish Naik,24,F,IT Professional,Hindu,SC
34605,34605,Suresh Kumar,42,M,Daily Wage,Jain,SC
34607,34607,Vinutha Kumar,26,M,Farmer,Jain,OBC
34609,34609,Imran Bhat,26,M,Farmer,Muslim,Not Recorded
34611,34611,Mary Kumar,45,F,Student,Other,Not Recorded
34613,34613,Deepak Iyengar,30,M,Govt Employee,Christian,Not Recorded
34615,34615,Ravi Patil,47,M,Farmer,Hindu,Not Recorded
34617,34617,Chetan Rao,24,M,IT Professional,Hindu,Not Recorded
34619,34619,Ashwini Rao,30,M,Student,Muslim,ST
34621,34621,Girish Iyengar,26,F,Driver,Muslim,OBC
34623,34623,Anitha Prasad,40,M,Student,Muslim,OBC
34625,34625,Bhavana Kulkarni,19,F,Farmer,Muslim,ST
34627,34627,Yashwanth Nayak,65,F,Unemployed,Christian,OBC
34629,34629,Mary Patil,44,M,Govt Employee,Hindu,General
34631,34631,Rekha Kulkarni,48,F,Unemployed,Jain,Not Recorded
34633,34633,Basavaraj Gowda,18,M,Farmer,Hindu,OBC
34635,34635,Suresh Shetty,22,M,Student,Muslim,SC
34637,34637,Prakash Shetty,43,M,Unemployed,Hindu,Not Recorded
34639,34639,Ravi Murthy,29,M,Student,Muslim,ST
34641,34641,Fatima Naik,46,M,IT Professional,Muslim,SC
34643,34643,Basavaraj Gowda,45,M,Govt Employee,Other,General
34645,34645,Pooja Nayak,42,F,Student,Christian,ST
34647,34647,Imran Kumar,25,F,Student,Jain,General
34649,34649,Prakash Patil,24,M,Farmer,Hindu,ST
34651,34651,Deepak Shetty,20,F,IT Professional,Hindu,General
34653,34653,Joseph Reddy,34,F,Driver,Christian,SC
34655,34655,Girish Hegde,63,F,Unemployed,Jain,ST
34657,34657,Bhavana Desai,40,M,Unemployed,Christian,General
34659,34659,Vinutha Reddy,18,F,Govt Employee,Muslim,ST
34661,34661,Anitha Reddy,51,F,Driver,Hindu,Not Recorded
34663,34663,Suresh Rao,25,M,Govt Employee,Hindu,Not Recorded
34665,34665,Basavaraj Gowda,47,F,Daily Wage,Christian,OBC
34667,34667,Chetan Desai,67,M,Govt Employee,Hindu,SC
34669,34669,Shivakumar Bhat,62,F,Govt Employee,Hindu,ST
34671,34671,Girish Shetty,23,M,Business,Hindu,Not Recorded
34673,34673,Fatima Kulkarni,32,M,Business,Other,OBC
34675,34675,Ashwini Shetty,22,F,Govt Employee,Other,Not Recorded
34677,34677,Fatima Naik,40,M,Driver,Christian,General
34679,34679,Bhavana Hegde,41,F,Business,Jain,SC
34681,34681,Girish Patil,24,M,Daily Wage,Hindu,OBC
34683,34683,Manjunath Gowda,20,M,Business,Hindu,SC
34685,34685,Deepak Naik,52,F,Unemployed,Muslim,General
34687,34687,Fatima Gowda,22,M,Daily Wage,Other,SC
34689,34689,Imran Kulkarni,49,M,IT Professional,Other,SC
34691,34691,Anitha Iyengar,39,M,Daily Wage,Muslim,SC
34693,34693,Pooja Nayak,38,M,IT Professional,Other,General
34695,34695,Pooja Nayak,53,F,Govt Employee,Christian,OBC
34697,34697,Chetan Reddy,58,F,Govt Employee,Jain,Not Recorded
34699,34699,Yashwanth Prasad,67,F,Student,Muslim,ST
34701,34701,Bhavana Hegde,61,M,Daily Wage,Christian,SC
34703,34703,Prakash Reddy,33,M,Govt Employee,Jain,ST
34705,34705,Ashwini Murthy,42,F,Business,Muslim,Not Recorded
34707,34707,Ashwini Gowda,35,M,Govt Employee,Jain,SC
34709,34709,Lakshmi Kumar,44,M,Daily Wage,Hindu,OBC
34711,34711,Vinutha Kulkarni,19,M,Daily Wage,Christian,SC
34713,34713,Anitha Kumar,53,M,Daily Wage,Hindu,SC
34715,34715,Girish Iyengar,61,M,Daily Wage,Jain,OBC
34717,34717,Deepak Kulkarni,28,M,Farmer,Muslim,SC
34719,34719,Ashwini Naik,52,M,Govt Employee,Other,Not Recorded
34721,34721,Ashwini Gowda,28,M,Farmer,Hindu,OBC
34723,34723,Pooja Kulkarni,30,M,Unemployed,Other,General
34725,34725,Imran Iyengar,28,M,Unemployed,Hindu,Not Recorded
34727,34727,Basavaraj Desai,39,M,Unemployed,Other,OBC
34729,34729,Lakshmi Shetty,65,M,Business,Jain,SC
34731,34731,Deepak Iyengar,26,M,Daily Wage,Christian,ST
34733,34733,Suresh Kulkarni,34,F,Student,Hindu,ST
34735,34735,Imran Kumar,53,M,Driver,Hindu,ST
34737,34737,Shivakumar Murthy,34,F,Driver,Hindu,SC
34739,34739,Kiran Naik,23,M,Govt Employee,Other,General
34741,34741,Anitha Kumar,48,M,Unemployed,Other,OBC
34743,34743,Mary Bhat,63,F,Farmer,Hindu,ST
34745,34745,Bhavana Hegde,47,M,Business,Christian,Not Recorded
34747,34747,Pooja Murthy,30,F,Student,Other,ST
34749,34749,Lakshmi Bhat,67,M,Business,Hindu,General
34751,34751,Imran Kumar,70,F,Business,Other,OBC
34753,34753,Anitha Kumar,58,M,Daily Wage,Other,General
34755,34755,Lakshmi Desai,33,M,IT Professional,Hindu,Not Recorded
34757,34757,Shivakumar Bhat,38,F,Student,Christian,SC
34759,34759,Girish Bhat,45,M,Business,Jain,OBC
34761,34761,Vinutha Shetty,36,F,IT Professional,Hindu,ST
34763,34763,Nagaraj Murthy,22,M,Govt Employee,Other,ST
34765,34765,Suresh Kumar,47,F,Farmer,Hindu,General
34767,34767,Kiran Iyengar,60,F,Farmer,Other,Not Recorded
34769,34769,Ravi Nayak,54,F,IT Professional,Jain,SC
34771,34771,Nagaraj Gowda,37,F,Student,Muslim,SC
34773,34773,Yashwanth Iyengar,27,M,Govt Employee,Christian,ST
34775,34775,Vinutha Prasad,62,F,Unemployed,Jain,OBC
34777,34777,Ravi Rao,66,F,Business,Jain,Not Recorded
34779,34779,Vinutha Desai,65,F,Daily Wage,Jain,General
34781,34781,Prakash Gowda,31,F,Farmer,Christian,OBC
34783,34783,Ashwini Kumar,18,F,Govt Employee,Christian,Not Recorded
34785,34785,Ravi Rao,45,M,IT Professional,Christian,General
34787,34787,Joseph Kumar,47,M,Driver,Hindu,OBC
34789,34789,Imran Shetty,22,M,Farmer,Other,OBC
34791,34791,Girish Murthy,57,F,IT Professional,Christian,ST
34793,34793,Fatima Rao,69,M,Student,Other,SC
34795,34795,Rekha Gowda,30,M,Business,Christian,General
34797,34797,Manjunath Nayak,43,M,Farmer,Hindu,SC
34799,34799,Mary Hegde,22,F,Farmer,Christian,OBC
34801,34801,Ravi Naik,41,F,Business,Other,OBC
34803,34803,Basavaraj Shetty,45,M,Student,Other,OBC
34805,34805,Yashwanth Murthy,18,M,IT Professional,Jain,ST
34807,34807,Fatima Reddy,50,F,Driver,Hindu,OBC
34809,34809,Vinutha Murthy,27,M,Student,Muslim,Not Recorded
34811,34811,Rekha Patil,53,F,Farmer,Other,OBC
34813,34813,Nagaraj Patil,57,M,Student,Hindu,Not Recorded
34815,34815,Girish Reddy,50,F,Student,Christian,OBC
34817,34817,Imran Reddy,62,M,Driver,Other,General
34819,34819,Ravi Nayak,64,M,Student,Hindu,Not Recorded
34821,34821,Chetan Rao,23,F,Student,Other,OBC
34823,34823,Imran Rao,50,F,Farmer,Other,ST
34825,34825,Bhavana Naik,30,F,Unemployed,Jain,ST
34827,34827,Nagaraj Patil,31,F,Daily Wage,Other,OBC
34829,34829,Bhavana Bhat,50,M,Unemployed,Other,Not Recorded
34831,34831,Vinutha Bhat,28,F,Govt Employee,Jain,SC
34833,34833,Shivakumar Patil,28,M,Farmer,Jain,OBC
34835,34835,Ashwini Murthy,61,F,IT Professional,Other,ST
34837,34837,Pooja Murthy,50,M,Business,Jain,ST
34839,34839,Basavaraj Naik,52,F,Unemployed,Muslim,Not Recorded
34841,34841,Pooja Nayak,19,F,Unemployed,Muslim,SC
34843,34843,Nagaraj Hegde,38,M,Govt Employee,Christian,Not Recorded
34845,34845,Girish Hegde,63,F,Business,Jain,Not Recorded
34847,34847,Ashwini Kulkarni,24,M,IT Professional,Christian,Not Recorded
34849,34849,Girish Murthy,30,M,IT Professional,Christian,General
34851,34851,Kiran Kulkarni,22,M,IT Professional,Other,ST
34853,34853,Deepak Bhat,51,M,Farmer,Christian,Not Recorded
34855,34855,Rekha Bhat,19,M,Farmer,Muslim,SC
34857,34857,Shivakumar Kumar,28,F,Student,Muslim,ST
34859,34859,Imran Prasad,27,M,Farmer,Other,ST
34861,34861,Deepak Murthy,35,F,Business,Jain,SC
34863,34863,Ravi Nayak,45,M,Govt Employee,Other,OBC
34865,34865,Lakshmi Hegde,35,F,Govt Employee,Other,ST
34867,34867,Basavaraj Hegde,44,M,Farmer,Other,ST
34869,34869,Bhavana Nayak,19,M,IT Professional,Muslim,ST
34871,34871,Yashwanth Naik,29,M,Unemployed,Jain,OBC
34873,34873,Prakash Naik,32,F,IT Professional,Jain,ST
34875,34875,Vinutha Patil,63,F,Farmer,Jain,ST
34877,34877,Rekha Naik,47,M,Govt Employee,Christian,SC
34879,34879,Nagaraj Rao,26,M,Unemployed,Christian,Not Recorded
34881,34881,Rekha Iyengar,55,M,Farmer,Hindu,Not Recorded
34883,34883,Imran Nayak,31,M,Student,Christian,General
34885,34885,Basavaraj Desai,52,F,Farmer,Christian,Not Recorded
34887,34887,Yashwanth Desai,28,M,Farmer,Muslim,ST
34889,34889,Prakash Naik,45,M,Business,Other,General
34891,34891,Nagaraj Murthy,47,M,Business,Jain,ST
34893,34893,Kiran Prasad,25,M,Business,Hindu,General
34895,34895,Ashwini Shetty,37,M,Student,Muslim,OBC
34897,34897,Manjunath Iyengar,69,F,Farmer,Hindu,ST
34899,34899,Nagaraj Patil,49,F,Business,Hindu,OBC
34901,34901,Fatima Patil,35,M,Govt Employee,Hindu,OBC
34903,34903,Yashwanth Desai,30,F,IT Professional,Jain,ST
34905,34905,Yashwanth Kulkarni,60,M,Farmer,Christian,SC
34907,34907,Bhavana Gowda,51,M,Farmer,Muslim,Not Recorded
34909,34909,Rekha Naik,57,M,Daily Wage,Hindu,OBC
34911,34911,Pooja Murthy,59,M,Govt Employee,Muslim,General
34913,34913,Yashwanth Kumar,23,M,Daily Wage,Muslim,OBC
34915,34915,Deepak Desai,25,M,Farmer,Christian,Not Recorded
34917,34917,Imran Reddy,50,F,Farmer,Hindu,Not Recorded
34919,34919,Joseph Kulkarni,43,F,Farmer,Christian,Not Recorded
34921,34921,Chetan Kulkarni,44,F,Daily Wage,Christian,OBC
34923,34923,Vinutha Nayak,59,M,Daily Wage,Jain,General
34925,34925,Imran Shetty,50,M,IT Professional,Hindu,OBC
34927,34927,Basavaraj Bhat,36,F,Business,Jain,OBC
34929,34929,Kiran Naik,24,M,Farmer,Muslim,General
34931,34931,Mary Shetty,46,M,Daily Wage,Jain,OBC
34933,34933,Joseph Nayak,62,M,Govt Employee,Hindu,OBC
34935,34935,Lakshmi Reddy,56,M,Student,Jain,OBC
34937,34937,Girish Kulkarni,39,M,Govt Employee,Hindu,ST
34939,34939,Deepak Kulkarni,24,M,Govt Employee,Hindu,Not Recorded
34941,34941,Basavaraj Bhat,26,M,Farmer,Christian,OBC
34943,34943,Girish Naik,59,M,Student,Muslim,General
34945,34945,Deepak Naik,36,M,Student,Other,General
34947,34947,Yashwanth Prasad,39,M,IT Professional,Hindu,OBC
34949,34949,Anitha Gowda,48,M,IT Professional,Jain,SC
34951,34951,Ashwini Bhat,67,F,IT Professional,Christian,Not Recorded
34953,34953,Prakash Prasad,51,M,Daily Wage,Christian,General
34955,34955,Basavaraj Patil,31,M,Farmer,Muslim,ST
34957,34957,Manjunath Kumar,67,M,Student,Other,SC
34959,34959,Girish Patil,35,F,Daily Wage,Other,Not Recorded
34961,34961,Mary Patil,24,M,Unemployed,Muslim,OBC
34963,34963,Mary Kulkarni,53,M,Student,Other,SC
34965,34965,Imran Iyengar,64,F,IT Professional,Other,SC
34967,34967,Prakash Nayak,70,M,Govt Employee,Hindu,General
34969,34969,Nagaraj Shetty,27,M,Govt Employee,Hindu,ST
34971,34971,Fatima Bhat,57,M,Unemployed,Jain,OBC
34973,34973,Fatima Reddy,61,M,Daily Wage,Hindu,ST
34975,34975,Anitha Gowda,58,M,Daily Wage,Christian,General
34977,34977,Mary Naik,21,M,Student,Muslim,SC
34979,34979,Girish Murthy,49,M,Unemployed,Christian,Not Recorded
34981,34981,Pooja Nayak,25,F,Govt Employee,Hindu,Not Recorded
34983,34983,Pooja Naik,54,M,Govt Employee,Other,SC
34985,34985,Joseph Patil,68,M,Driver,Hindu,OBC
34987,34987,Deepak Iyengar,46,M,Govt Employee,Hindu,OBC
34989,34989,Shivakumar Gowda,40,F,Daily Wage,Muslim,OBC
34991,34991,Bhavana Desai,54,M,Student,Jain,OBC
34993,34993,Imran Gowda,51,F,Student,Jain,General
34995,34995,Girish Desai,52,F,Farmer,Other,Not Recorded
34997,34997,Anitha Reddy,34,F,Farmer,Muslim,SC
34999,34999,Ashwini Hegde,48,M,Student,Hindu,OBC
35001,35001,Shivakumar Nayak,51,F,Student,Hindu,Not Recorded
35003,35003,Prakash Prasad,24,F,IT Professional,Muslim,Not Recorded
35005,35005,Lakshmi Hegde,32,M,Business,Jain,ST
35007,35007,Deepak Shetty,62,F,Student,Muslim,Not Recorded
35009,35009,Mary Nayak,57,F,Unemployed,Jain,Not Recorded
35011,35011,Joseph Murthy,27,M,IT Professional,Other,SC
35013,35013,Nagaraj Murthy,22,M,Daily Wage,Muslim,SC
35015,35015,Nagaraj Reddy,27,M,Farmer,Christian,SC
35017,35017,Lakshmi Gowda,47,M,Daily Wage,Other,OBC
35019,35019,Ravi Gowda,42,F,Unemployed,Christian,General
35021,35021,Joseph Rao,50,M,Driver,Muslim,SC
35023,35023,Shivakumar Bhat,64,M,Student,Jain,ST
35025,35025,Ravi Desai,25,F,Business,Christian,ST
35027,35027,Manjunath Nayak,23,F,Govt Employee,Other,Not Recorded
35029,35029,Joseph Bhat,50,F,Driver,Muslim,SC
35031,35031,Suresh Prasad,19,M,Farmer,Muslim,Not Recorded
35033,35033,Basavaraj Naik,61,M,Farmer,Hindu,General
35035,35035,Rekha Gowda,49,M,Daily Wage,Other,General
35037,35037,Nagaraj Nayak,26,M,IT Professional,Christian,SC
35039,35039,Kiran Naik,49,M,Farmer,Hindu,OBC
35041,35041,Vinutha Patil,59,M,IT Professional,Other,OBC
35043,35043,Basavaraj Gowda,47,F,Business,Christian,General
35045,35045,Suresh Nayak,45,M,IT Professional,Jain,General
35047,35047,Nagaraj Kulkarni,69,F,Business,Muslim,OBC
35049,35049,Kiran Kumar,24,M,Business,Muslim,OBC
35051,35051,Manjunath Prasad,60,M,Unemployed,Hindu,ST
35053,35053,Manjunath Kumar,53,F,Business,Hindu,OBC
35055,35055,Chetan Nayak,67,F,Unemployed,Muslim,OBC
35057,35057,Imran Desai,51,M,Farmer,Christian,SC
35059,35059,Chetan Shetty,60,M,Driver,Other,SC
35061,35061,Nagaraj Iyengar,18,M,Student,Other,OBC
35063,35063,Pooja Hegde,69,F,Business,Christian,ST
35065,35065,Lakshmi Bhat,41,M,Daily Wage,Christian,SC
35067,35067,Deepak Naik,58,F,Daily Wage,Muslim,Not Recorded
35069,35069,Bhavana Kumar,19,M,IT Professional,Jain,General
35071,35071,Deepak Patil,63,M,Unemployed,Other,SC
35073,35073,Yashwanth Hegde,55,M,Unemployed,Christian,OBC
35075,35075,Basavaraj Bhat,25,M,Govt Employee,Other,OBC
35077,35077,Manjunath Patil,22,M,Student,Christian,SC
35079,35079,Nagaraj Naik,43,F,Govt Employee,Hindu,OBC
35081,35081,Joseph Kumar,31,F,Govt Employee,Jain,ST
35083,35083,Deepak Iyengar,69,F,Business,Hindu,ST
35085,35085,Lakshmi Rao,24,F,Student,Jain,ST
35087,35087,Deepak Iyengar,54,M,Daily Wage,Other,General
35089,35089,Basavaraj Naik,18,M,Driver,Christian,SC
35091,35091,Imran Gowda,32,M,Govt Employee,Hindu,SC
35093,35093,Chetan Shetty,41,M,Daily Wage,Christian,General
35095,35095,Prakash Desai,58,M,Farmer,Muslim,Not Recorded
35097,35097,Imran Murthy,39,M,Driver,Jain,Not Recorded
35099,35099,Ravi Reddy,34,F,Student,Other,Not Recorded
35101,35101,Anitha Reddy,63,M,Driver,Muslim,SC
35103,35103,Girish Shetty,23,M,Govt Employee,Other,Not Recorded
35105,35105,Deepak Reddy,29,F,Student,Other,SC
35107,35107,Yashwanth Patil,44,F,Govt Employee,Jain,General
35109,35109,Pooja Nayak,23,M,Student,Christian,General
35111,35111,Chetan Murthy,57,F,Daily Wage,Christian,OBC
35113,35113,Yashwanth Desai,51,F,Daily Wage,Jain,General
35115,35115,Ashwini Nayak,21,M,Farmer,Other,OBC
35117,35117,Shivakumar Kulkarni,42,M,Business,Christian,ST
35119,35119,Prakash Shetty,28,M,Govt Employee,Muslim,General
35121,35121,Ravi Kumar,25,F,Unemployed,Christian,ST
35123,35123,Suresh Iyengar,51,F,Student,Other,General
35125,35125,Bhavana Rao,24,M,Unemployed,Hindu,OBC
35127,35127,Prakash Nayak,43,F,Unemployed,Other,Not Recorded
35129,35129,Lakshmi Murthy,46,F,Farmer,Christian,OBC
35131,35131,Joseph Naik,49,M,IT Professional,Hindu,ST
35133,35133,Rekha Kulkarni,68,M,IT Professional,Christian,OBC
35135,35135,Basavaraj Murthy,62,M,IT Professional,Other,ST
35137,35137,Kiran Murthy,20,F,Driver,Hindu,General
35139,35139,Girish Desai,34,F,Govt Employee,Jain,SC
35141,35141,Deepak Bhat,60,F,Govt Employee,Other,ST
35143,35143,Imran Murthy,34,F,Unemployed,Hindu,OBC
35145,35145,Girish Desai,68,M,Driver,Other,SC
35147,35147,Yashwanth Murthy,57,M,Govt Employee,Other,ST
35149,35149,Prakash Murthy,43,M,Daily Wage,Hindu,Not Recorded
35151,35151,Rekha Kulkarni,21,M,Business,Muslim,ST
35153,35153,Fatima Iyengar,33,M,IT Professional,Other,SC
35155,35155,Deepak Patil,30,F,Business,Jain,SC
35157,35157,Rekha Kumar,66,M,Unemployed,Jain,ST
35159,35159,Deepak Patil,66,M,Govt Employee,Jain,ST
35161,35161,Pooja Hegde,38,F,Unemployed,Hindu,SC
35163,35163,Mary Reddy,64,M,Student,Christian,OBC
35165,35165,Prakash Patil,25,M,Govt Employee,Christian,OBC
35167,35167,Manjunath Kumar,62,F,Student,Christian,Not Recorded
35169,35169,Rekha Desai,36,F,Farmer,Hindu,SC
35171,35171,Rekha Rao,30,M,IT Professional,Jain,ST
35173,35173,Imran Prasad,20,M,Business,Hindu,Not Recorded
35175,35175,Girish Iyengar,68,M,Unemployed,Muslim,ST
35177,35177,Chetan Kumar,27,F,IT Professional,Hindu,General
35179,35179,Ravi Prasad,44,M,Student,Christian,SC
35181,35181,Vinutha Bhat,40,M,Business,Muslim,Not Recorded
35183,35183,Suresh Gowda,59,F,Govt Employee,Other,OBC
35185,35185,Basavaraj Rao,65,M,Daily Wage,Other,SC
35187,35187,Bhavana Patil,30,M,Unemployed,Muslim,SC
35189,35189,Anitha Gowda,39,F,IT Professional,Jain,SC
35191,35191,Nagaraj Iyengar,20,M,Unemployed,Jain,Not Recorded
35193,35193,Deepak Naik,51,M,Student,Christian,Not Recorded
35195,35195,Basavaraj Reddy,42,F,Daily Wage,Hindu,General
35197,35197,Chetan Patil,64,F,Driver,Jain,Not Recorded
35199,35199,Manjunath Shetty,39,M,IT Professional,Other,SC
35201,35201,Joseph Shetty,63,F,Farmer,Hindu,Not Recorded
35203,35203,Imran Kumar,34,M,Farmer,Muslim,OBC
35205,35205,Girish Shetty,30,M,Student,Other,ST
35207,35207,Bhavana Reddy,46,F,Unemployed,Jain,OBC
35209,35209,Chetan Murthy,37,F,Daily Wage,Other,SC
35211,35211,Anitha Kulkarni,68,F,IT Professional,Jain,SC
35213,35213,Ravi Reddy,53,M,Driver,Christian,SC
35215,35215,Mary Reddy,49,M,IT Professional,Muslim,ST
35217,35217,Bhavana Bhat,26,M,Business,Muslim,OBC
35219,35219,Rekha Murthy,69,M,Daily Wage,Christian,OBC
35221,35221,Basavaraj Shetty,62,M,Business,Christian,SC
35223,35223,Kiran Hegde,24,F,Driver,Jain,SC
35225,35225,Vinutha Naik,22,F,Driver,Muslim,SC
35227,35227,Vinutha Gowda,26,M,Daily Wage,Muslim,ST
35229,35229,Fatima Gowda,60,M,Student,Jain,SC
35231,35231,Rekha Naik,36,F,IT Professional,Hindu,SC
35233,35233,Ravi Patil,31,M,Student,Hindu,General
35235,35235,Kiran Kumar,65,M,IT Professional,Other,SC
35237,35237,Chetan Bhat,20,M,Business,Jain,ST
35239,35239,Shivakumar Prasad,44,M,Farmer,Hindu,General
35241,35241,Anitha Nayak,20,M,Govt Employee,Christian,Not Recorded
35243,35243,Kiran Shetty,30,M,Driver,Muslim,SC
